company_id,company_name,tmdbId
10288,Don Simpson/Jerry Bruckheimer Films,9737
6194,Warner Bros.,30765
12,New Line Cinema,10474
3492,Island Pictures,10474
8,Fine Line Features,22279
5996,BBC,22279
12745,British Screen Productions,22279
16027,Portman Productions,22279
181,Channel Four Films,30157
3644,Zenith Entertainment,30157
3906,American Playhouse,30157
7248,Union Générale Cinématographique (UGC),30157
16366,La Sept Cinéma,30157
37909,True Fiction Pictures,30157
23,Imagine Entertainment,568
33,Universal Pictures,568
60,United Artists,11780
8989,Talisman Productions,11780
236,October Films,34996
1214,Guild,34996
5353,Fastnet Films,34996
6194,Warner Bros.,414
31080,Polygram Filmed Entertainment,414
386,Paris Films Productions,649
387,Five Films,649
11290,Robert et Raymond Hakim,649
5,Columbia Pictures,1873
97,Castle Rock Entertainment,1873
14,Miramax Films,5894
30334,InterAL,5894
1382,PolyGram Filmed Entertainment,1775
33,Universal Pictures,8839
56,Amblin Entertainment,8839
11098,The Harvey Entertainment Company,8839
33,Universal Pictures,20649
4319,40 Acres & A Mule Filmworks,20649
4,Paramount Pictures,10329
7383,"Kennedy/Marshall Company, The",10329
915,Hollywood Pictures,8963
10288,Don Simpson/Jerry Bruckheimer Films,8963
4532,Superior Pictures,26564
5,Columbia Pictures,8068
11705,Los Hooligans Productions,8068
559,TriStar Pictures,8512
2510,Mundy Lane Entertainment,8512
306,Twentieth Century Fox Film Corporation,1572
1504,Cinergi Pictures Entertainment,1572
729,Why Not Productions,13552
1474,Desperate Pictures,13552
2765,Blurco,13552
18902,The Teen Angst Movie Company,13552
9195,Touchstone Pictures,259209
20740,Merchant Ivory Productions,259209
441,Columbia Pictures Corporation,6520
10158,First Knight Productions,6520
508,Regency Enterprises,9073
644,Alcor Films,9073
5358,Canal+,9073
5739,Donner/Shuler-Donner Productions,9073
6194,Warner Bros.,9073
60,United Artists,10428
87394,Suftley,10428
12909,The Booking Office,17447
12910,Workin' Man Films,17447
559,TriStar Pictures,9886
2480,Alliance Communications Corporation,9886
915,Hollywood Pictures,9482
1504,Cinergi Pictures Entertainment,9482
559,TriStar Pictures,19326
14,Miramax Films,9344
13187,JDI productions,9071
13190,Lemon Sky Productions,9071
60,United Artists,8973
3557,Seraphim Films,8973
1203,The Ontario Film Development Corporation,15730
2267,First Choice Films,15730
4350,Atlantis Films,15730
7320,Telefilm Canada,15730
7828,Max Films Productions,15730
11578,Super Écran,15730
35859,Société Générale des Industries Culturelles du Québec (SOGIC),15730
9195,Touchstone Pictures,47608
33,Universal Pictures,2293
37,Gramercy Pictures,2293
11462,Alphaville Films,2293
16934,View Askew Productions,2293
306,Twentieth Century Fox Film Corporation,9070
2106,Saban Entertainment,9070
9255,Toei Company,9070
1382,PolyGram Filmed Entertainment,68274
10163,Working Title Films,68274
16561,Comet Film Produktion GmbH,48787
38959,Avrora Media,48787
38960,Cobblestone Pictures,48787
37897,Kino Link Company,34574
5,Columbia Pictures,1642
306,Twentieth Century Fox Film Corporation,11472
436,1492 Pictures,11472
37890,Party Productions,36196
7405,Dimension Films,11980
2492,Playhouse International Pictures,58372
3906,American Playhouse,58372
28205,"Samuel Goldwyn Company, The",58372
1422,Killer Films,32646
3906,American Playhouse,32646
38692,Kardana Films,32646
39861,Chemical Films,32646
915,Hollywood Pictures,10533
1504,Cinergi Pictures Entertainment,10533
60,United Artists,10802
183,Le Studio Canal+,10802
14723,Carolco Pictures,10802
14,Miramax Films,10149
705,Spring Creek Productions,18402
6194,Warner Bros.,18402
16368,Hawn / Sylbert Movie Company,18402
8411,Metro-Goldwyn-Mayer (MGM),9348
171,Malpaso Productions,139408
3864,Butcher's Run Films,139408
6194,Warner Bros.,139408
574,Lightstorm Entertainment,281
1080,Beta Film,5967
1147,Madeleine Films,5967
14680,Parc Film,5967
915,Hollywood Pictures,79593
1382,PolyGram Filmed Entertainment,79593
10201,Interscope Communications,79593
11308,Savoy Pictures,47939
6849,Société Française de Production (SFP),36834
16026,FIT Productions,36834
16027,Portman Productions,36834
33,Universal Pictures,9090
56,Amblin Entertainment,9090
508,Regency Enterprises,3512
6194,Warner Bros.,3512
17825,Seagal/Nasso Productions,3512
21480,Victor Company of Japan (JVC),3512
63906,Cutting Edge Films,3512
915,Hollywood Pictures,52856
306,Twentieth Century Fox Film Corporation,9560
2851,Zucker Brothers Productions,9560
33,Universal Pictures,9804
1073,Gordon Company,9804
1302,Davis Entertainment,9804
6092,Licht/Mueller Film Corporation,9804
6068,HBO,31611
6911,A BandApart,31611
11661,Rysher Entertainment,31611
60,United Artists,65796
4,Paramount Pictures,49805
306,Twentieth Century Fox Film Corporation,26258
5358,Canal+,50797
6453,Studio Trite,50797
6454,Caméra One,50797
6367,PolyGram Audiovisuel,19155
12745,British Screen Productions,19155
98,Detour Film Production,76
6194,Warner Bros.,76
6365,Jack Giarraputo Productions,11017
18189,Spelling Films International,37141
508,Regency Enterprises,9382
644,Alcor Films,9382
5358,Canal+,9382
10104,New Regency Pictures,9382
16192,Hera Productions,9382
33,Universal Pictures,6715
1595,Island World,6715
4867,Full Moon Entertainment,18256
364,The Rank Organisation,22625
1898,Bórd Scannán na hÉireann,22625
4127,Lantana,22625
23808,Price Entertainment,22625
14,Miramax Films,2292
16934,View Askew Productions,2292
12,New Line Cinema,1909
70,American Zoetrope,1909
6194,Warner Bros.,8984
11407,Baltimore Pictures,8984
15709,Keystone Pictures,61813
52095,Dream Man Productions Inc,61813
4,Paramount Pictures,4954
11308,Savoy Pictures,62488
11661,Rysher Entertainment,62488
8,Fine Line Features,10531
181,Channel Four Films,10531
826,Capitol Films,10531
3823,TF1 Films Production,10531
5358,Canal+,10531
8277,Flach Film,10531
68141,Les Films de l'Astre,10531
97,Castle Rock Entertainment,11929
441,Columbia Pictures Corporation,11929
12,New Line Cinema,8467
11061,Motion Picture Corporation of America (MPCA),8467
5528,Ang Lee Productions,10451
10565,Good Machine,10451
25345,Central Motion Pictures,10451
14,Miramax Films,20156
10166,Alliance Entertainment,20156
12800,Ego Film Arts,20156
11308,Savoy Pictures,18395
9195,Touchstone Pictures,522
306,Twentieth Century Fox Film Corporation,397
1382,PolyGram Filmed Entertainment,397
10163,Working Title Films,397
34207,Prufrock Pictures,397
5,Columbia Pictures,10525
97,Castle Rock Entertainment,10525
306,Twentieth Century Fox Film Corporation,27985
2,Walt Disney Pictures,15789
559,TriStar Pictures,27303
21,Metro-Goldwyn-Mayer,21183
1429,Italian International Film,10954
2359,Stéphan Films,10954
37581,MG,10954
14,Miramax Films,72031
8,Fine Line Features,14275
13042,Kartemquin Films,14275
11,WingNut Films,1024
14,Miramax Films,1024
294,New Zealand Film Commission,1024
2306,Fontana Productions,1024
175,Caravan Pictures,17207
915,Hollywood Pictures,17207
5,Columbia Pictures,13701
2630,Majestic Films International,13701
4564,Icon Entertainment International,13701
2,Walt Disney Pictures,14819
175,Caravan Pictures,14819
33,Universal Pictures,32631
11393,Bregman/Baer Productions,32631
4,Paramount Pictures,11777
360,Geffen Pictures,628
2370,Merchant Ivory Productions,87729
9195,Touchstone Pictures,87729
175,Caravan Pictures,18713
9195,Touchstone Pictures,18713
33,Universal Pictures,6280
8816,Northern Lights Entertainment,6280
414,Fountainbridge Films,9061
6194,Warner Bros.,9061
36854,Lee Rich Productions,9061
2,Walt Disney Pictures,37108
4063,Trimark Pictures,37108
306,Twentieth Century Fox Film Corporation,6071
1,Lucasfilm,11
306,Twentieth Century Fox Film Corporation,11
5,Columbia Pictures,9587
6194,Warner Bros.,19101
181,Channel Four Films,49980
983,Parallax Pictures,49980
9209,MK2 Productions,17961
84803,Aviacsa,18183
84804,Cinevista,18183
348,Bedford Falls Productions,4476
559,TriStar Pictures,4476
1656,Pangaea,4476
33,Universal Pictures,11008
8,Fine Line Features,47504
12,New Line Cinema,47504
285,Live Entertainment,47504
181,Channel Four Films,32325
2832,Cineville,32325
3268,Home Box Office (HBO),32325
36836,Showcase Entertaiment Inc.,32325
6194,Warner Bros.,43742
4,Paramount Pictures,28313
181,Channel Four Films,11318
798,Samuel Goldwyn Company,11318
23022,Close Call Films,11318
70,American Zoetrope,3036
559,TriStar Pictures,3036
2,Walt Disney Pictures,40490
559,TriStar Pictures,24070
4,Paramount Pictures,8986
862,The Kennedy/Marshall Company,8986
306,Twentieth Century Fox Film Corporation,10510
915,Hollywood Pictures,17402
70,American Zoetrope,38722
3906,American Playhouse,38722
20928,Majestic Films International,38722
89873,Newcomb Productions,38722
2428,Wolper Organization,8438
6194,Warner Bros.,8438
4,Paramount Pictures,11593
594,Capella International,11593
761,Cinehaus,11593
306,Twentieth Century Fox Film Corporation,1945
802,Egg Pictures,1945
1382,PolyGram Filmed Entertainment,1945
4319,40 Acres & A Mule Filmworks,39310
7260,TOEI,109560
42935,Distant Justice Joint Venture,109560
11139,Metrodome Films,56428
7954,Filmwerks,63105
21437,Imperial Entertainment,63105
23098,Triumph Films,131957
508,Regency Enterprises,241
644,Alcor Films,241
4198,Ixtlan,241
6194,Warner Bros.,241
10104,New Regency Pictures,241
68551,J D Productions,241
559,TriStar Pictures,9058
293,Avalon Studios,527
294,New Zealand Film Commission,527
295,New Zealand On Air,527
12,New Line Cinema,18220
17067,CineTel Pictures,18220
17068,MG Entertainment,18220
824,Kopelson Entertainment,6950
2154,Punch Productions,6950
6194,Warner Bros.,6950
16775,Arnold Kopelson Productions,6950
5,Columbia Pictures,101
9,Gaumont,101
28205,"Samuel Goldwyn Company, The",63020
915,Hollywood Pictures,2307
14,Miramax Films,680
59,A Band Apart,680
216,Jersey Films,680
31080,Polygram Filmed Entertainment,41478
31715,Gramercy Pictures (I),41478
37580,MVP Films,41478
5528,Ang Lee Productions,25296
288,BBC Films,40156
1382,PolyGram Filmed Entertainment,40156
53009,Miramax,40156
316,Wildwood Enterprises,11450
915,Hollywood Pictures,11450
11407,Baltimore Pictures,11450
84839,Cecile Company,30304
84840,Thousand Cranes Filmworks,30304
82,Renn Productions,10452
850,Eurimages,10452
5358,Canal+,10452
6187,ARD/Degeto Film GmbH,10452
6541,D.A. Films,10452
7089,France2 Cinéma,10452
8923,WMG Film,10452
18367,Centre National de la Cinématographie (CNC),10452
18495,N.E.F. Filmproduktion und Vertriebs GmbH,10452
53009,Miramax,10452
75913,RCS Films & TV,10452
559,TriStar Pictures,12106
915,Hollywood Pictures,161495
10201,Interscope Communications,161495
12883,Nomura Babcock & Brown,161495
14,Miramax Films,3586
38,Zespół Filmowy TOR,110
183,Le Studio Canal+,110
591,France 3 Cinéma,110
1245,Télévision Suisse-Romande,110
591,France 3 Cinéma,108
1610,CED Productions,108
183,Le Studio Canal+,109
591,France 3 Cinéma,109
850,Eurimages,109
4899,Allegro Films,92769
16953,Norstar Entertainment,92769
24946,west wind entertainment,92769
4,Paramount Pictures,28033
4108,Rich Animation Studios,22586
29272,Jones Entertainment Group,14334
29273,Skerry Productions,14334
2596,Jerry Weintraub Productions,2636
6194,Warner Bros.,2636
11134,Iguana Producciones,2636
347,Centropolis Entertainment,2164
694,StudioCanal,2164
10320,Carolco Entertainment,2164
2,Walt Disney Pictures,11395
915,Hollywood Pictures,11395
97,Castle Rock Entertainment,278
6194,Warner Bros.,278
181,Channel Four Films,9905
359,Figment Films,9905
980,The Glasgow Film Fund,9905
1382,PolyGram Filmed Entertainment,9905
78701,Kino Korsakoff,87078
14,Miramax Films,12527
6647,Tabasco films,12527
8861,Instituto Mexicano de Cinematografía (IMCINE),12527
10015,TeleMadrid,12527
2832,Cineville,20306
4063,Trimark Pictures,20306
798,Samuel Goldwyn Company,36614
12,New Line Cinema,27993
4733,1992 Number Four Limited Partnership,27993
4734,MHA,27993
1078,Shanghai Film Studios,31439
25299,Era International Ltd,31439
2231,Trilogy Entertainment Group,9067
33,Universal Pictures,9059
69626,Tales From The Crypt Holdings,9059
4,Paramount Pictures,193
4319,40 Acres & A Mule Filmworks,25066
11308,Savoy Pictures,25066
33,Universal Pictures,12122
4,Paramount Pictures,11381
58,Sony Pictures Classics,32636
14729,Populist Pictures,36141
11308,Savoy Pictures,95963
23808,Price Entertainment,95963
37350,"Jackson/McHenry Company,The",95963
4,Paramount Pictures,1587
4,Paramount Pictures,9271
175,Caravan Pictures,2064
915,Hollywood Pictures,2064
33,Universal Pictures,19855
8,Fine Line Features,60855
806,Téléfilm Canada,60855
4908,First Generation Films,60855
17027,National Film Board of Canada (NFB),60855
36024,British Columbia Film Commission,60855
105,Ciby 2000,236
11840,Film Victoria,236
39250,House & Moorhouse Films,236
441,Columbia Pictures Corporation,48287
10157,Beacon Pictures,48287
6194,Warner Bros.,3049
10210,Morgan Creek Productions,3049
1382,PolyGram Filmed Entertainment,2759
37,Gramercy Pictures,12635
8,Fine Line Features,10497
355,R.P. Productions,10497
441,Columbia Pictures Corporation,10497
635,Les Films Alain Sarde,10497
5358,Canal+,10497
8131,Timothy Burrill Productions,10497
14,Miramax Films,11382
4,Paramount Pictures,9331
2767,Mace Neufeld Productions,9331
508,Regency Enterprises,10731
644,Alcor Films,10731
6194,Warner Bros.,10731
12,New Line Cinema,10464
33,Universal Pictures,34152
4319,40 Acres & A Mule Filmworks,34152
14,Miramax Films,9495
4028,Crowvision Inc.,9495
4029,Entertainment Media Investment Corporation,9495
4030,Jeff Most Productions,9495
6455,Edward R. Pressman Film,9495
508,Regency Enterprises,29973
644,Alcor Films,29973
6194,Warner Bros.,29973
16823,Aleor Films,29973
33,Universal Pictures,888
56,Amblin Entertainment,888
1353,Hanna-Barbera Productions,888
4,Paramount Pictures,13
181,Channel Four Films,712
1382,PolyGram Filmed Entertainment,712
10163,Working Title Films,712
441,Columbia Pictures Corporation,16295
1947,New Deal Productions,16295
441,Columbia Pictures Corporation,48992
37294,Think Again Productions,48992
37295,Riot of Color,48992
175,Caravan Pictures,10879
9195,Touchstone Pictures,10879
559,TriStar Pictures,10660
181,Channel Four Films,41647
201,Arte,41647
4606,Zweites Deutsches Fernsehen (ZDF),41647
12914,Nomad Films,41647
12915,Omega Film GmbH,41647
12916,Without Walls,41647
2,Walt Disney Pictures,8587
10217,Walt Disney Feature Animation,8587
14,Miramax Films,1689
12,New Line Cinema,11596
12,New Line Cinema,854
552,Dark Horse Entertainment,854
4564,Icon Entertainment International,9359
6194,Warner Bros.,9359
8,Fine Line Features,23333
14,Miramax Films,23333
4,Paramount Pictures,36593
23,Imagine Entertainment,12280
33,Universal Pictures,12280
33,Universal Pictures,2788
216,Jersey Films,2788
278,Propaganda Films,10427
1382,PolyGram Filmed Entertainment,10427
1302,Davis Entertainment,11011
1885,Silver Pictures,11011
6194,Warner Bros.,11011
12,New Line Cinema,49803
33,Universal Pictures,8987
496,David Foster Productions,8987
662,Turman-Foster Company,8987
306,Twentieth Century Fox Film Corporation,1637
8411,Metro-Goldwyn-Mayer (MGM),15128
33,Universal Pictures,8831
467,Renaissance Pictures,8831
552,Dark Horse Entertainment,8831
1644,Largo Entertainment,8831
2982,Signature Pictures,8831
4248,JVC Entertainment Networks,8831
306,Twentieth Century Fox Film Corporation,36955
574,Lightstorm Entertainment,36955
9195,Touchstone Pictures,10449
5,Columbia Pictures,10395
335,Tig Productions,12160
6194,Warner Bros.,12160
13040,Kasdan Pictures,12160
24217,Paragon Entertainment Corp.,12160
9195,Touchstone Pictures,40480
21857,Tool Shed Productions,40480
288,BBC Films,52038
2630,Majestic Films International,52038
11358,Little Bird,52038
37,Gramercy Pictures,29444
1382,PolyGram Filmed Entertainment,29444
175,Caravan Pictures,26352
915,Hollywood Pictures,26352
3923,Strand Releasing,39953
25583,Strand Home Video,39953
170,Eve Productions Inc.,315
6215,Bolex Brothers,18242
6216,Lumen Films,18242
6217,Tara,18242
33,Universal Pictures,11667
7220,Capcom,11667
278,Propaganda Films,32502
11061,Motion Picture Corporation of America (MPCA),32502
31080,Polygram Filmed Entertainment,32502
33419,Snowback Productions,32502
285,Live Entertainment,28732
826,Capitol Films,28732
16835,Bates Entertainmant,28732
14280,A-Pix Entertainment,75555
37300,Devin Entertainment,75555
2,Walt Disney Pictures,42981
90509,Theodore Thomas Productions,42981
888,Overseas FilmGroup,278939
38179,Skyline Entertainment Partners,291731
38289,Arrow,291731
3268,Home Box Office (HBO),203119
38276,Frozen Rope Productions Inc.,203119
2662,Trans-Film,8011
22240,Initial Groupe,8011
25129,Lumière Pictures,8011
30655,Fallingcloud,8011
12,New Line Cinema,2654
12,New Line Cinema,18069
12,New Line Cinema,19092
4,Paramount Pictures,2758
41,Orion Pictures,2758
258,Scott Rudin Productions,2758
21222,HBO Independent Productions,38129
5,Columbia Pictures,10436
306,Twentieth Century Fox Film Corporation,13595
1595,Island World,13595
3929,Robert Simonds Productions,13595
915,Hollywood Pictures,46094
1382,PolyGram Filmed Entertainment,46094
10201,Interscope Communications,46094
12883,Nomura Babcock & Brown,46094
82606,NBB Unit One Film Partners,46094
82607,Longview Entertainment,46094
9195,Touchstone Pictures,9409
306,Twentieth Century Fox Film Corporation,11853
89311,"Ruddy Morgan Organization, The",11853
8,Fine Line Features,16771
97,Castle Rock Entertainment,16771
16737,Barcelona Films,16771
6194,Warner Bros.,46924
7049,Enigma Productions,46924
58750,BSB,46924
79560,NatWest Ventures,46924
79561,Fujisankei,46924
306,Twentieth Century Fox Film Corporation,11041
4,Paramount Pictures,306
30,Eddie Murphy Productions,306
6194,Warner Bros.,14522
12,New Line Cinema,26203
2231,Trilogy Entertainment Group,178
8411,Metro-Goldwyn-Mayer (MGM),178
4,Paramount Pictures,19819
14150,Orion Pictures Corporation,57834
18070,Heathrow Productions,57834
6194,Warner Bros.,4722
10098,Dorset Productions,4722
10099,Robert H. Solo Productions,4722
70969,Mainline Pictures,18215
7429,HBO Films,1607
11308,Savoy Pictures,1607
9195,Touchstone Pictures,26391
5,Columbia Pictures,117553
1350,Parkway Productions,117553
33,Universal Pictures,6075
1988,Epic Productions,6075
11393,Bregman/Baer Productions,6075
5,Columbia Pictures,11310
