language_code,language_name,tmdbId
he,עִבְרִית,20156
en,English,18395
en,English,522
fr,Français,397
en,English,397
en,English,10525
en,English,27985
en,English,15789
en,English,27303
en,English,21183
fr,Français,10954
en,English,47867
en,English,43475
en,English,72031
en,English,14275
en,English,1024
en,English,17207
ru,Pусский,17207
en,English,13701
en,English,14819
en,English,32631
fr,Français,32631
de,Deutsch,32631
en,English,11777
de,Deutsch,11777
en,English,628
fr,Français,628
en,English,87729
en,English,18713
en,English,6280
en,English,9061
en,English,37108
en,English,6071
en,English,11
en,English,9587
de,Deutsch,9587
fr,Français,9587
en,English,19101
fr,Français,19101
en,English,49980
fr,Français,17961
en,English,18183
es,Español,18183
kw,,4476
en,English,4476
en,English,11008
en,English,47504
en,English,32325
es,Español,32325
en,English,43742
en,English,28313
en,English,11318
en,English,3036
en,English,40490
en,English,24070
en,English,8986
en,English,10510
en,English,17402
en,English,38722
es,Español,38722
en,English,8438
cs,Český,11593
en,English,11593
hu,Magyar,11593
en,English,1945
en,English,39310
en,English,109560
cn,广州话 / 廣州話,109560
en,English,56428
en,English,63105
en,English,131957
en,English,241
nv,,241
ja,日本語,241
en,English,9058
en,English,527
mi,,527
en,English,18220
en,English,6950
ko,한국어/조선말,6950
fr,Français,6950
en,English,101
en,English,63020
en,English,2307
en,English,680
es,Español,680
fr,Français,680
en,English,41478
en,English,25296
zh,普通话,25296
en,English,40156
en,English,11450
tl,,30304
en,English,30304
ja,日本語,30304
fr,Français,10452
it,Italiano,10452
en,English,12106
en,English,161495
fr,Français,3586
it,Italiano,3586
ru,Pусский,3586
es,Español,3586
en,English,3586
fr,Français,110
fr,Français,108
pl,Polski,108
fr,Français,109
hu,Magyar,109
pl,Polski,109
zh,普通话,159185
en,English,36357
en,English,92769
en,English,28033
en,English,22586
en,English,14334
ga,Gaeilge,14334
en,English,2636
en,English,2164
no,Norsk,2164
sv,svenska,2164
en,English,11395
en,English,278
en,English,9905
en,English,87078
es,Español,12527
en,English,20306
en,English,36614
en,English,27993
de,Deutsch,27993
zh,普通话,31439
en,English,9067
en,English,9059
en,English,193
en,English,25066
en,English,46797
en,English,12122
en,English,11381
en,English,32636
en,English,36141
en,English,95963
en,English,1587
en,English,9271
en,English,2064
en,English,19855
cn,广州话 / 廣州話,60855
en,English,60855
en,English,236
en,English,48287
en,English,3049
en,English,2759
en,English,12635
fr,Français,12635
de,Deutsch,12635
ru,Pусский,12635
fr,Français,10497
en,English,10497
en,English,11382
en,English,9331
en,English,10731
en,English,10464
fr,Français,10464
en,English,34152
en,English,9495
en,English,29973
en,English,888
en,English,13
en,English,712
en,English,16295
en,English,48992
es,Español,48992
en,English,10879
fr,Français,10879
en,English,10660
en,English,10714
sk,Slovenčina,10714
de,Deutsch,41647
en,English,8587
en,English,1689
en,English,11596
sv,svenska,854
en,English,854
en,English,9359
en,English,23333
en,English,36593
en,English,12280
en,English,2788
en,English,10427
en,English,11011
la,Latin,11011
en,English,49803
en,English,8987
en,English,1637
en,English,15128
en,English,8831
en,English,36955
fr,Français,36955
ar,العربية,36955
de,Deutsch,36955
en,English,10449
fr,Français,10449
vi,Tiếng Việt,10449
en,English,10395
en,English,12160
en,English,40480
en,English,52038
en,English,29444
en,English,26352
en,English,39953
fr,Français,41580
en,English,315
en,English,22067
en,English,18242
en,English,11667
ja,日本語,11667
en,English,32502
en,English,28732
en,English,75555
en,English,278939
en,English,291731
en,English,226229
en,English,203119
en,English,8011
en,English,2654
en,English,18069
fr,Français,18069
en,English,19092
en,English,2758
en,English,38129
en,English,10436
it,Italiano,10436
en,English,13595
en,English,46094
en,English,9409
en,English,11853
ru,Pусский,11853
es,Español,16771
en,English,16771
en,English,46924
gd,,46924
en,English,11041
en,English,306
en,English,14522
en,English,26203
en,English,178
en,English,19819
fr,Français,57834
en,English,57834
en,English,4722
en,English,18215
en,English,1607
it,Italiano,1607
en,English,26391
en,English,117553
en,English,6075
es,Español,6075
en,English,11310
it,Italiano,11310
ru,Pусский,11310
en,English,18658
en,English,9350
en,English,9612
cs,Český,2124
en,English,2124
en,English,26261
hu,Magyar,26261
en,English,19176
en,English,49299
en,English,11566
en,English,9571
en,English,9739
en,English,24257
en,English,34444
de,Deutsch,34444
en,English,26141
yi,,26141
zh,普通话,10997
en,English,50463
en,English,10443
en,English,20239
en,English,16297
en,English,18551
en,English,25440
en,English,9024
en,English,37233
en,English,1634
en,English,13815
en,English,5503
en,English,35588
fr,Français,35588
en,English,2087
en,English,41579
en,English,18620
en,English,41006
en,English,4916
en,English,2019
en,English,31642
vi,Tiếng Việt,31642
en,English,9255
en,English,26271
en,English,10612
es,Español,2259
en,English,2259
en,English,16097
en,English,11934
en,English,106143
en,English,12475
en,English,9386
en,English,7984
en,English,59930
en,English,15765
en,English,31643
fr,Français,31643
en,English,6
en,English,329
es,Español,329
en,English,10909
en,English,507
fr,Français,507
en,English,34024
en,English,29918
en,English,9593
en,English,42580
en,English,22317
de,Deutsch,22317
en,English,1413
en,English,12121
en,English,2246
en,English,10502
en,English,10440
en,English,9516
en,English,2320
ja,日本語,5879
en,English,83718
en,English,11971
en,English,2625
en,English,31911
en,English,788
en,English,21450
en,English,11231
en,English,41588
en,English,10447
en,English,31586
en,English,9300
en,English,9559
en,English,9800
en,English,713
mi,,713
en,English,8291
fr,Français,8291
en,English,18133
en,English,25557
en,English,22588
en,English,10872
en,English,1245
en,English,11858
es,Español,11858
ja,日本語,7007
en,English,7007
en,English,10467
en,English,5550
ja,日本語,5550
en,English,8005
en,English,2088
pt,Português,10412
de,Deutsch,10412
en,English,10412
ja,日本語,10412
vi,Tiếng Việt,10412
en,English,47889
en,English,14534
es,Español,14534
en,English,56583
fr,Français,41878
de,Deutsch,41878
es,Español,41878
de,Deutsch,424
pl,Polski,424
he,עִבְרִית,424
en,English,424
en,English,35233
en,English,14291
en,English,103413
en,English,11236
en,English,11592
en,English,8850
en,English,10445
en,English,695
en,English,43535
en,English,12519
en,English,23210
en,English,858
en,English,867
en,English,78
de,Deutsch,78
cn,广州话 / 廣州話,78
ja,日本語,78
hu,Magyar,78
en,English,13203
ru,Pусский,10442
en,English,10442
en,English,11074
en,English,33367
en,English,9607
en,English,17585
en,English,9057
fr,Français,20967
en,English,20967
en,English,10635
en,English,9479
en,English,10057
en,English,11969
la,Latin,11969
es,Español,11969
en,English,41590
en,English,319
it,Italiano,319
en,English,26408
da,Dansk,15139
en,English,15139
fr,Français,15139
de,Deutsch,15139
es,Español,15139
en,English,161158
en,English,85247
en,English,11446
fr,Français,51980
en,English,24405
en,English,11655
es,Español,11655
en,English,11800
es,Español,8223
en,English,14587
hi,हिन्दी,14587
en,English,31504
sv,svenska,41653
en,English,53185
en,English,95743
it,Italiano,23637
en,English,17600
en,English,10897
en,English,21352
it,Italiano,68806
en,English,37345
en,English,32562
fr,Français,47507
ar,العربية,25403
en,English,25403
it,Italiano,25403
zh,普通话,25403
it,Italiano,9066
de,Deutsch,9066
en,English,9066
hu,Magyar,9066
en,English,771
en,English,251
en,English,812
en,English,280
es,Español,280
en,English,581
en,English,80350
en,English,268
fr,Français,268
en,English,274
en,English,408
fr,Français,10020
en,English,10020
en,English,10895
en,English,114
it,Italiano,114
ja,日本語,114
fr,Français,41043
ru,Pусский,41043
en,English,576
de,Deutsch,576
es,Español,576
en,English,15477
zh,普通话,59146
en,English,30528
en,English,7300
en,English,10824
en,English,261246
en,English,275
en,English,11827
hu,Magyar,11827
en,English,8766
en,English,23570
en,English,47333
fr,Français,47333
it,Italiano,51242
en,English,10112
es,Español,4307
en,English,46029
en,English,32308
it,Italiano,88893
en,English,88893
fr,Français,52873
en,English,123505
en,English,340210
ar,العربية,44281
en,English,28121
en,English,12520
en,English,1592
es,Español,1592
en,English,166901
en,English,36447
en,English,19042
ca,Català,38884
en,English,38884
es,Español,38884
en,English,47449
en,English,36259
en,English,41852
en,English,40926
en,English,9099
en,English,2021
en,English,61752
en,English,10988
fr,Français,11479
de,Deutsch,398959
de,Deutsch,339428
fr,Français,12652
en,English,10684
en,English,954
fr,Français,954
cs,Český,954
de,Deutsch,68445
is,Íslenska,68445
ja,日本語,68445
en,English,68445
en,English,18989
de,Deutsch,10801
ko,한국어/조선말,54285
en,English,8840
de,Deutsch,278978
en,English,124625
de,Deutsch,124625
en,English,11107
it,Italiano,11107
af,Afrikaans,16417
en,English,16417
en,English,10363
fr,Français,10363
it,Italiano,10363
en,English,161070
en,English,10539
en,English,10543
en,English,18414
en,English,47502
en,English,11902
fr,Français,11902
de,Deutsch,11902
ru,Pусский,11902
sr,Srpski,11902
de,Deutsch,27098
sv,svenska,27098
en,English,27098
en,English,25087
bn,বাংলা,5801
bn,বাংলা,896
en,English,3065
en,English,318177
en,English,2300
en,English,8069
es,Español,288173
en,English,288173
en,English,221917
fr,Français,8072
en,English,35797
fr,Français,35797
en,English,88030
pt,Português,88030
en,English,83857
en,English,33245
ru,Pусский,33245
en,English,124460
en,English,27281
vi,Tiếng Việt,27281
de,Deutsch,105045
en,English,40001
en,English,29621
he,עִבְרִית,117730
it,Italiano,20762
en,English,20762
en,English,37144
en,English,48260
en,English,12656
en,English,38867
en,English,25969
nl,Nederlands,44103
fr,Français,44103
la,Latin,44103
es,Español,44103
en,English,753
en,English,43634
es,Español,43634
en,English,9103
en,English,90214
en,English,29649
en,English,10990
en,English,8866
en,English,12233
en,English,23449
en,English,36355
en,English,37667
en,English,90148
es,Español,90148
en,English,922
es,Español,922
fr,Français,11876
it,Italiano,11876
en,English,52633
es,Español,62364
fr,Français,11687
en,English,9304
it,Italiano,131232
en,English,9100
en,English,20759
en,English,46063
en,English,32513
en,English,40651
de,Deutsch,40651
en,English,36915
es,Español,40507
en,English,40507
en,English,9802
en,English,25697
en,English,21588
it,Italiano,21588
en,English,664
en,English,11867
fr,Français,47119
de,Deutsch,314352
ja,日本語,9323
en,English,10280
en,English,10535
en,English,124613
en,English,532
en,English,26744
fr,Français,26744
en,English,16299
en,English,10547
en,English,245268
en,English,935
de,Deutsch,55613
en,English,55613
en,English,41007
en,English,35645
en,English,110465
en,English,255546
pt,Português,255546
cn,广州话 / 廣州話,40751
zh,普通话,40751
en,English,85778
de,Deutsch,11101
ru,Pусский,11101
en,English,9826
en,English,9879
en,English,63564
en,English,22621
en,English,7095
en,English,26890
en,English,46732
en,English,124633
sr,Srpski,124633
fr,Français,202425
ar,العربية,77771
fr,Français,77771
wo,Wolof,77771
fr,Français,181083
en,English,41225
fr,Français,41225
de,Deutsch,41225
it,Italiano,41225
en,English,87190
en,English,627
en,English,32872
fr,Français,32872
en,English,602
en,English,14553
en,English,9566
la,Latin,10545
en,English,10545
en,English,9894
en,English,11543
en,English,9268
en,English,9327
es,Español,123763
en,English,81949
ro,Română,81949
hu,Magyar,42005
tl,,183955
en,English,44535
en,English,44495
fr,Français,78285
en,English,11228
en,English,10779
en,English,26748
es,Español,26748
en,English,38223
en,English,9294
en,English,49963
en,English,11363
fr,Français,11363
en,English,1645
en,English,31546
fr,Français,77056
en,English,36344
en,English,18550
en,English,11511
hu,Magyar,172198
en,English,34170
en,English,281085
en,English,109478
en,English,124645
en,English,12606
fr,Français,35206
cy,Cymraeg,151489
fr,Français,4837
en,English,4837
de,Deutsch,12632
de,Deutsch,9098
en,English,124614
en,English,18975
it,Italiano,18975
en,English,11962
en,English,2925
en,English,28628
en,English,3595
en,English,9308
en,English,92381
en,English,18555
en,English,12123
en,English,10830
en,English,3573
en,English,10546
de,Deutsch,10546
en,English,18862
fr,Français,31417
en,English,9431
es,Español,9431
zh,普通话,297645
zh,普通话,48144
en,English,46986
de,Deutsch,46986
ja,日本語,46986
en,English,144982
en,English,47907
en,English,10061
vi,Tiếng Việt,36266
en,English,549
es,Español,549
en,English,10478
en,English,66634
ja,日本語,116690
fr,Français,213917
it,Italiano,145925
en,English,238
it,Italiano,238
la,Latin,238
de,Deutsch,159
cn,广州话 / 廣州話,11134
en,English,11134
ms,Bahasa melayu,11134
th,ภาษาไทย,11134
en,English,88224
ja,日本語,132641
en,English,42758
en,English,9303
en,English,23945
en,English,37820
en,English,22479
en,English,9054
en,English,241058
zh,普通话,11985
de,Deutsch,10232
en,English,59569
cn,广州话 / 廣州話,38955
en,English,110513
en,English,11015
en,English,9306
en,English,12559
fr,Français,12559
es,Español,12559
en,English,58770
en,English,3587
en,English,10723
en,English,56077
en,English,19004
nl,Nederlands,101230
en,English,101230
en,English,10987
en,English,44705
es,Español,44705
en,English,20318
de,Deutsch,20318
yi,,20318
de,Deutsch,43596
pl,Polski,79782
fr,Français,26933
es,Español,27854
en,English,27854
en,English,981
en,English,872
en,English,2769
fr,Français,2769
de,Deutsch,2769
en,English,13320
en,English,164
pt,Português,164
en,English,426
en,English,567
en,English,3078
en,English,13528
en,English,28288
fr,Français,28288
it,Italiano,28288
en,English,213
en,English,284
en,English,239
en,English,4808
fr,Français,4808
de,Deutsch,4808
it,Italiano,4808
de,Deutsch,289
fr,Français,289
it,Italiano,289
en,English,289
en,English,963
en,English,11113
en,English,6620
it,Italiano,6620
en,English,804
it,Italiano,804
en,English,26531
en,English,909
en,English,630
en,English,770
en,English,31044
en,English,599
en,English,15
en,English,62
ru,Pусский,62
en,English,121357
de,Deutsch,121357
en,English,705
fr,Français,705
en,English,22490
fr,Français,22490
en,English,223
fr,Français,223
nl,Nederlands,25670
en,English,25670
lv,Latviešu,25670
en,English,303
en,English,4174
en,English,8356
fr,Français,8356
it,Italiano,8356
pt,Português,8356
fr,Français,381
en,English,381
it,Italiano,20758
en,English,20758
fr,Français,29376
en,English,29376
en,English,1859
en,English,18299
fr,Français,18299
en,English,17281
fr,Français,17281
en,English,64382
en,English,10907
en,English,32093
es,Español,32093
en,English,1939
en,English,22292
en,English,3598
zh,普通话,3598
es,Español,3598
en,English,3080
it,Italiano,3080
en,English,198
en,English,13562
hu,Magyar,13562
en,English,1712
es,Español,1712
en,English,220
en,English,3529
en,English,3085
en,English,2897
es,Español,2897
fr,Français,2897
en,English,1585
en,English,3083
en,English,900
en,English,43795
en,English,85638
en,English,50001
en,English,43905
en,English,22688
en,English,23114
en,English,26378
en,English,40206
en,English,22356
en,English,260
en,English,43488
it,Italiano,43488
en,English,22613
es,Español,22613
en,English,10331
en,English,488
de,Deutsch,488
sw,Kiswahili,488
it,Italiano,22733
en,English,22733
en,English,261
en,English,57575
hu,Magyar,57575
en,English,32574
en,English,22657
es,Español,22657
en,English,76464
en,English,22649
en,English,176841
cn,广州话 / 廣州話,39448
en,English,39448
en,English,52855
pl,Polski,52855
en,English,39940
en,English,85328
en,English,11076
en,English,63945
en,English,58985
de,Deutsch,890
en,English,10861
en,English,1770
en,English,44465
en,English,2033
en,English,18203
en,English,9333
en,English,47260
en,English,9400
en,English,9401
vi,Tiếng Việt,9401
en,English,12241
es,Español,12241
en,English,11306
en,English,9625
en,English,10680
en,English,6346
pl,Polski,6346
en,English,18660
de,Deutsch,18660
es,Español,35115
en,English,35115
en,English,14821
es,Español,14136
en,English,14136
cn,广州话 / 廣州話,14136
en,English,10869
en,English,22660
en,English,19186
en,English,31102
en,English,6878
en,English,15944
en,English,18444
it,Italiano,18444
en,English,20723
en,English,173
en,English,864
fr,Français,864
de,Deutsch,864
ru,Pусский,864
en,English,24795
fr,Français,24795
it,Italiano,24795
es,Español,24795
en,English,11224
en,English,81310
en,English,15947
pt,Português,15947
es,Español,15947
en,English,9078
en,English,29682
en,English,8367
en,English,433
en,English,11360
en,English,11114
en,English,12335
en,English,12092
en,English,10948
en,English,11229
en,English,15121
fr,Français,15121
it,Italiano,15121
en,English,562
de,Deutsch,562
it,Italiano,562
en,English,10163
en,English,48862
en,English,117036
en,English,47199
en,English,11159
en,English,9591
en,English,30500
en,English,41843
de,Deutsch,41843
en,English,55058
en,English,10938
en,English,11412
en,English,10586
en,English,42314
it,Italiano,27845
en,English,27845
en,English,108365
fr,Français,108365
en,English,23223
en,English,49471
en,English,38153
hu,Magyar,38153
la,Latin,25147
en,English,25147
en,English,9716
es,Español,43777
en,English,454
en,English,10218
en,English,819
en,English,38191
en,English,11238
en,English,27256
en,English,31530
fr,Français,31530
en,English,66473
en,English,28120
en,English,1834
ja,日本語,26282
cn,广州话 / 廣州話,26282
en,English,26282
en,English,37218
en,English,252
fr,Français,252
de,Deutsch,252
fr,Français,116356
en,English,16372
en,English,11561
yi,,11561
yi,,11302
en,English,11302
en,English,623
it,Italiano,623
ru,Pусский,623
en,English,583
en,English,12614
fr,Français,12614
en,English,21711
en,English,11575
it,Italiano,11575
en,English,475
en,English,11331
en,English,521
it,Italiano,21202
en,English,88
en,English,500
en,English,792
vi,Tiếng Việt,792
en,English,8491
en,English,402
en,English,10537
en,English,11386
en,English,9504
cs,Český,15764
en,English,15764
fr,Français,15764
de,Deutsch,15764
pl,Polski,15764
ru,Pусский,15764
en,English,601
en,English,67365
en,English,25842
en,English,2119
en,English,744
en,English,136311
en,English,221
en,English,702
en,English,25750
en,English,17642
de,Deutsch,427043
bg,български език,146341
en,English,146341
fr,Français,9305
en,English,37616
en,English,11112
it,Italiano,21612
en,English,21612
fr,Français,102461
fr,Français,36998
en,English,200383
fr,Français,200383
en,English,116844
en,English,1630
en,English,26626
en,English,11816
en,English,11843
en,English,10379
en,English,2756
en,English,790
en,English,1103
en,English,11298
it,Italiano,4480
fr,Français,4480
fr,Français,4481
es,Español,49688
en,English,10765
fr,Français,762
la,Latin,762
en,English,762
en,English,44497
en,English,278621
fr,Français,55049
en,English,79306
en,English,10548
en,English,531
ru,Pусский,104931
fr,Français,104931
de,Deutsch,104931
en,English,104931
it,Italiano,104931
fr,Français,4483
cs,Český,18919
la,Latin,18919
en,English,31556
en,English,26167
en,English,26174
it,Italiano,26174
it,Italiano,61461
fr,Français,117500
en,English,127973
de,Deutsch,659
he,עִבְרִית,659
it,Italiano,659
pl,Polski,659
ru,Pусский,659
la,Latin,30892
en,English,30892
fr,Français,30892
it,Italiano,30892
de,Deutsch,30892
fr,Français,8074
en,English,38554
en,English,49763
en,English,41326
en,English,36555
en,English,10608
it,Italiano,11216
en,English,7452
en,English,64567
fr,Français,64567
fr,Français,892
fr,Français,1600
it,Italiano,1600
pl,Polski,1600
en,English,26561
it,Italiano,26561
en,English,975
de,Deutsch,975
la,Latin,975
en,English,18129
en,English,54405
en,English,150823
de,Deutsch,409
it,Italiano,409
ar,العربية,409
en,English,409
el,ελληνικά,38251
it,Italiano,38251
es,Español,38251
en,English,10161
en,English,1412
en,English,41768
es,Español,10409
en,English,10409
en,English,14285
es,Español,2469
en,English,10174
fr,Français,10174
en,English,31225
en,English,510
en,English,11455
en,English,1891
en,English,2493
en,English,85
es,Español,85
de,Deutsch,85
he,עִבְרִית,85
ar,العربية,85
ne,,85
en,English,68
en,English,679
it,Italiano,429
en,English,13446
en,English,389
ar,العربية,947
en,English,947
tr,Türkçe,947
en,English,185
en,English,595
km,,28
en,English,28
fr,Français,28
vi,Tiếng Việt,28
en,English,335
en,English,1892
en,English,144
fr,Français,144
de,Deutsch,144
en,English,1092
ru,Pусский,1092
de,Deutsch,1092
it,Italiano,769
en,English,769
en,English,348
es,Español,348
en,English,766
en,English,175
fr,Français,175
it,Italiano,175
ja,日本語,11645
cn,广州话 / 廣州話,10835
ja,日本語,10835
zh,普通话,10835
en,English,539
en,English,525
en,English,240
it,Italiano,240
la,Latin,240
es,Español,240
en,English,600
vi,Tiếng Việt,600
en,English,530
en,English,10705
fr,Français,10705
en,English,279
de,Deutsch,279
it,Italiano,279
la,Latin,279
en,English,3109
ga,Gaeilge,3109
en,English,311
fr,Français,311
it,Italiano,311
en,English,1578
en,English,703
de,Deutsch,703
en,English,9549
ru,Pусский,9549
ru,Pусский,1398
de,Deutsch,387
en,English,387
fr,Français,387
en,English,9277
en,English,343
en,English,37291
sv,svenska,490
en,English,11235
en,English,218
en,English,763
en,English,9665
en,English,18971
en,English,696
gd,,379
it,Italiano,379
yi,,379
en,English,379
en,English,207
en,English,37247
en,English,1480
es,Español,1480
en,English,9322
fr,Français,9322
it,Italiano,9322
ja,日本語,826
th,ภาษาไทย,826
en,English,826
de,Deutsch,422
en,English,422
fr,Français,422
it,Italiano,422
es,Español,829
cn,广州话 / 廣州話,829
en,English,829
en,English,828
fr,Français,828
hi,हिन्दी,828
ru,Pусский,828
en,English,3090
en,English,9964
en,English,3063
en,English,13667
hu,Magyar,13667
en,English,694
en,English,235
de,Deutsch,832
en,English,765
en,English,5925
de,Deutsch,5925
fr,Français,5925
ru,Pусский,5925
en,English,11778
fr,Français,11778
ru,Pусский,11778
vi,Tiếng Việt,11778
en,English,4485
fr,Français,4485
it,Italiano,4485
en,English,137
fr,Français,137
it,Italiano,137
en,English,33
en,English,982
en,English,8428
en,English,212
de,Deutsch,212
en,English,105
en,English,1633
en,English,11202
en,English,1554
it,Italiano,1554
ja,日本語,149
en,English,8009
en,English,903
fr,Français,11673
en,English,3034
de,Deutsch,3034
en,English,339
fi,suomi,339
fr,Français,339
de,Deutsch,339
it,Italiano,339
zh,普通话,10404
en,English,914
eo,Esperanto,914
en,English,756
en,English,288
en,English,910
en,English,2640
it,Italiano,2640
en,English,16633
en,English,665
en,English,11031
en,English,11314
en,English,15143
de,Deutsch,89
el,ελληνικά,89
en,English,89
en,English,10322
en,English,783
hi,हिन्दी,783
en,English,10644
en,English,11257
it,Italiano,11257
en,English,14370
en,English,12104
pt,Português,625
en,English,625
fr,Français,625
hu,Magyar,625
km,,625
sv,svenska,8816
en,English,830
en,English,2323
en,English,983
en,English,642
es,Español,642
en,English,655
en,English,10341
fr,Français,10341
de,Deutsch,10341
it,Italiano,10341
ja,日本語,10341
en,English,639
en,English,266022
en,English,168450
en,English,30180
en,English,31388
en,English,41801
en,English,66034
en,English,348138
en,English,61536
en,English,18762
en,English,8077
en,English,814
en,English,41671
pt,Português,41671
en,English,27214
en,English,52263
en,English,33519
en,English,16235
en,English,11449
en,English,41848
it,Italiano,41848
en,English,25944
en,English,24913
en,English,49126
en,English,32076
es,Español,32076
en,English,571
en,English,8851
en,English,37843
en,English,32146
en,English,30346
la,Latin,6114
ro,Română,6114
bg,български език,6114
el,ελληνικά,6114
en,English,6114
en,English,229
en,English,13549
en,English,9529
en,English,1598
en,English,11349
en,English,7340
en,English,6217
en,English,377
it,Italiano,28198
en,English,794
it,Italiano,794
la,Latin,794
en,English,31640
en,English,8744
en,English,25189
en,English,145
en,English,2212
en,English,199
en,English,7863
yi,,7863
en,English,12498
en,English,9279
en,English,53234
fr,Français,53234
it,Italiano,53234
en,English,17204
en,English,21539
es,Español,21539
no,Norsk,85589
fr,Français,12709
en,English,20539
en,English,11674
en,English,64900
fr,Français,64900
ru,Pусский,64900
en,English,1573
es,Español,1573
en,English,152
en,English,174
en,English,172
en,English,154
en,English,157
ru,Pусский,157
en,English,168
fi,suomi,168
en,English,364
en,English,11967
en,English,9086
en,English,621
en,English,9037
