tmdbId,keywords
30,"space marine, future, reality, magnetic field, garbageman , photographic memory, opera singer, emotions, space centre"
33,"prostitute, sheriff, bounty, regret, right and justice, revenge, mutilation, one last job, reputation, englishman"
35,"father son relationship, lake, springfield, the simpsons, duff beer, garbage, pig, pollution, environmental protection agency, quarantine, alcoholism, love, alaska, dysfunctional family, dysfunctional marriage, ecology, saving lives, first love, duringcreditsstinger, donuts"
38,"deja vu, regret, jealousy, amnesia, dream, operation, relationship problems, love, memory, brainwashing, relationship, heartbreak, nonlinear timeline, love story, bittersweet"
55,"homeless person, mexico city, daughter, secret love, dogfight, money, dog, nonlinear timeline, multiple storylines, new mexican cinema"
58,"witch, fortune teller, bondage, exotic island, monster, captain, card game, east india trading company, compass, ship, daughter, pirate, swashbuckler, aftercreditsstinger"
59,"robbery, double life, dual identity, small town, indiana, distrust, fight, self-defense, marriage, family relationships, mistaken identity, diner, lawyer, mobster, violence, attempted robbery"
62,"moon, jupiter, artificial intelligence, man vs machine, technology, super computer, human being, space travel, space mission, moon base, astronaut, evolution, monolith, space station"
63,"schizophrenia, philadelphia, cassandra syndrom, stockholm syndrome, time travel, post-apocalyptic, dystopia, lethal virus, monkey, subterranean"
64,"suicide, spain, rape, coma, bullfight, torera, journalist, sexual abuse, dying and death, theatre milieu, friendship, car crash, hospital, pregnancy"
65,"individual, street gang, adolescence, rap music, hip-hop, rhyme battle, trailer park, ethnic stereotype, single, detroit, eminem"
66,"corruption, assassination, washington d.c., rape, white house, usa president, daughter, government, suspense, secret service, secret service agent"
67,"individual, terror, civil war, israel, palestine, middle east, muslim, middle east conflict, friendship, suicide mission, unemployment"
68,"bureaucracy, police state, terror, great britain, dream, dystopia, government, anarchic comedy"
69,"germany, prison, music record, adultery, country music, guitar, loss of brother, concert, marriage, single, accident, 1960s"
70,"transporter, suicide attempt, strong woman, boxer, dying and death, stroke of fate, training, advancement, sport, female protagonist, boxing trainer, determination"
71,"workers' quarter, dancing class, strike, northern england, scholarship, ballet"
73,"usa, neo-nazi, prison, skinhead, brother brother relationship, rape, fascism, brother, basketball, jail, school, swastika, los angeles, family, hate, neo nazism, xenophobia, interracial friendship, nazism, prison rape"
74,"post traumatic stress  disorder, new jersey, airplane, dystopia, daughter, apocalypse, alien invasion, human subjugation"
75,"saving the world, total destruction, white house, mars, usa president, cataclysm, lasergun, ambassador, congress, pest, flying saucer"
76,"dialogue, sunrise, talking, soulmates, walking, austria, traveller, danube, bittersweet, romantic, vienna"
77,"individual, insulin, tattoo, waitress, amnesia, motel, insurance salesman, revenge, memory loss, polaroid, flashback, neo-noir"
78,"artificial intelligence, bounty hunter, dystopia, genetics, fugitive, cyberpunk, los angeles, tech noir, neo-noir, futurista, lluvia"
79,"countryside, loss of lover, right and justice, patriot"
80,"paris, journalist, dialogue, talking, soulmates, walking, bookshop, love of one's life, author"
81,"saving the world, human vs nature, fungus spores   , future, airplane, post-apocalyptic, war, toxic, based on manga, ecology, giant insect, duringcreditsstinger, anime"
82,"based on tv series, drug deal, havana cuba, speedboat "
83,"diving, cataclysm, nightmare, panic, red sea, primal fear, scuba diving, shark, scuba"
85,"saving the world, riddle, nepal, himalaya, cairo, moses, egypt, whip, treasure, medallion, leather jacket, nazis, hat, mediterranean, ark of the covenant, ten commandments, treasure hunt, excavation, swastika, archaeologist, indiana jones, archeology "
86,"berlin, male nudity, female nudity, hippie, sexual obsession, free love, swinger club, nudist camp, based on novel, unsociability, cancer, teacher, scientist, male virgin, reproduction, sexual problems"
87,"riddle, treasure, heart, skeleton, treasure hunt, torture, violence, monkey, cult film, archaeologist, thuggee, conveyor belt, mine car, rope bridge, belching, child driving a car, eating brains, splits, indiana jones, archeology "
88,"dancing, sex, hotel, robbery, sister sister relationship, dancing master, mambo, dance performance, daughter, summer camp, secret love, teenage crush, doctor, class differences, youth, family holiday, sensuality, unwanted pregnancy, summer romance, abortion, catskill resort"
89,"saving the world, venice, holy grail, library, riddle, father son relationship, whip, treasure, nazis, entrapment, crusader, treasure hunt, escape, panzer, order of the templars, archaeologist, indiana jones, archeology "
90,"california, showdown, undercover, strip club, investigation, weapon, police, smuggling, swimming pool, gunfight, mansion, los angeles, foot chase, art gallery, car chase, warehouse, beverly hills, buddy comedy, country club, maverick cop, detroit michigan, damsel in distress, bar fight"
91,"spain, river, suffering, work, misery, desolateness, remoteness, hygiene, village, teacher, incest, illness"
92,slum
93,"rape, adultery, jealousy, michigan, judge, hays code, jazz, jurors, court case, lawyer"
95,"saving the world, paris, moon, cataclysm, asteroid, self sacrifice, nasa, space marine, loss of father, daughter, space, wedding, astronaut, eiffel tower paris, duringcreditsstinger, disaster movie, space centre"
96,"smuggling of arms, detective, intensive care, undercover, strip club, armored car, investigation, police, swimming pool, sequel, shootout, gunfight, los angeles, explosion, violence, car chase, detroit, horse track, beverly hills, buddy cop, oil field, cement truck, playboy mansion, shooting range"
97,"video game, hacker, virtual reality, dystopia, computer, science fiction"
98,"rome, gladiator, arena, senate, roman empire, emperor, slavery, battlefield, blood, ancient world, father daughter relationship, combat, mother son relationship, dream sequence, chariot, philosopher, barbarian horde, 2nd century, successor"
99,"barcelona spain, transvestism, transsexuality, drug abuse, transplantation, madrid, birthday, autograph, actress, friend"
100,"ambush, alcohol, shotgun, tea, joint, machismo, cocktail, rifle, marijuana, cockney accent, pot smoking, hatchet, antique, cardsharp, anger, carjacking, piano, strip show, high stakes"
101,"new york, corruption, assassin, police brutality, loss of family, s.w.a.t., immigrant, hitman, training, revenge, murder, loneliness, neighbor, tragic love, cult film, neo-noir, complex relationship, complex characters"
102,"individual, denmark, paraplegic, broken engagement, desperation, wedding vows, sense of guilt, chance, secret love, car crash, hospital, dogme 95, relationship, divorce, extramarital affair, disabled, woman director"
103,"vietnam veteran, taxi, obsession, drug dealer, night shift, vigilante, alienation, misanthrope, shot to death, illegal prostitution, loner"
104,"berlin, casino, nun, red hair, running, homeless person, supermarket, ambulance, subway, daughter, money, fate"
105,"clock tower, car race, terrorist, delorean, lightning, guitar, plutonium, sports car, inventor, journey in the past, time travel, race against time, partner, misfit, mad scientist, fish out of water, teenage love, destiny, hidden identity, odd couple, escapade, disorder, chases and races, love and romance, teenage life, misfit partners, changing the past or future, getting home, inventions and discoveries"
106,"central and south america, predator, alien, stalking, invisible, commando, 3d"
107,"gypsy, bare knuckle boxing, slang, trailer park, pig, sport, receiving of stolen goods, cockney accent, diamond, pikey"
108,"paris, composer, pain, loss of husband, to compose"
109,"hairdresser, sexual frustration, funeral, business man, poland"
110,"judge, isolation, mannequin, shadowing, english channel, geneva, travel, dog"
111,"miami, corruption, capitalism, cuba, prohibition, brother sister relationship, loss of sister, cocaine, cult film, bitterness"
112,"venice, hotel, copenhagen, waitress, depression, italian, hairdresser, daughter, friendship, language course, adult education center, priest, mother daughter relationship, dogme 95, church, woman director"
113,"buddhism, life and death, philosophy, countryside, becoming an adult, buddhist monk, temple, mountain lake, meditation, isolation, attachment to nature, religious education, cycle, penalty, mortification, restart, taskmaster, living together, dying and death, season, south korea, child"
114,"prostitute, capitalism, cinderella, expensive restaurant, sports car, workaholic, fire escape, friendship, los angeles, piano"
115,"white russian, dude, bowling, vietnam veteran, carpet, nihilism, heart attack, kidnapping, lsd, marijuana, los angeles, millionaire, cowboy, ashes, impregnation, bowling team, unemployed, bowling ball, weeds"
116,"love triangle, london england, upper class, adultery, tennis, river thames, love, wealth, lust, instructor, gold digger, social climbing, actress"
117,"white suit, al capone, tough cop, treasury agent, untouchable, tax evasion, jury tampering, rule of law, rooftop chase, cutting face while shaving, 1930s"
118,"london england, father son relationship, chocolate, factory worker, based on novel, parent child relationship, candy, overweight child, grandfather grandson relationship, teacher"
120,"elves, dwarves, orcs, middle-earth (tolkien), hobbit, based on novel, mountain, fireworks, castle, volcano, password, death of a friend, uncle, mirror, wizard, sword and sorcery"
121,"elves, orcs, middle-earth (tolkien), hobbit, based on novel, explosive, cave, fort, army, mission, attack, guide, wizard, ring, sword and sorcery"
122,"elves, orcs, middle-earth (tolkien), based on novel, suspicion, bravery, war, honor, troll, brutality, violence, ghost, end of trilogy, quest, sword and sorcery"
123,"elves, dwarves, hobbit, mission"
124,"new love, heart attack, court case, dying and death, wife, influence, war, afterlife, lawyer"
127,"train station, lodz, airplane, chance, functionary, libya, political party, student, train"
128,"fight, wolf, iron, pan, wild boar, territory, friendship, princess, good vs evil, rural setting, anime"
129,"witch, parent child relationship, magic, darkness, bath house, ghost world, parallel world, amusement park, youkai, japanese mythology, anime, spirits"
132,"shelter, rolling stones, hells angels, music, concert, rock musical, woman director"
133,"usa president, staging, presidential election, media, election campaign, democracy"
134,"prophecy, southern usa, music record, country music, mississippi, seduction, musical, fraud"
135,"england, guitar, rock star, pop star, musician, bob dylan, tour, rock, private life, concert, folk, cinéma vérité, donovan"
136,"circus, dwarves, infidelity, attempted murder, clown, beauty, siamese twins, revenge, midnight movie, newlywed, bigotry, disability, sideshow, told in flashback, speech impediment, trapeze artist, stutterer, armless woman, midgets, bareback rider, legless man, poisoned drink, pseudo-hermaphrodite, bearded lady, microcephalics, controversial film, human skeleton"
137,"deja vu, groundhog, weather forecast, telecaster, pennsylvania, alarm clock, winter, time warp, time loop, cult film, existentialism, groundhog day"
138,"transylvania, based on novel, monster, castle, vampire, dracula, spider, count, based on play or musical, undead, sanitarium, classic horror, lunatic"
139,"upper class, denmark, countryside, prostitute, callgirl, manager, rape, mentally disabled, copenhagen, drowning, funeral, boarding school, dogme 95, housekeeper, disabled, dogma"
140,"individual, transvestism, gay, spain, sexual identity, transsexuality, drug abuse, sexual abuse, madrid, film business, screenplay, friendship, boarding school, priest, teacher, catholicism"
141,"parent child relationship, airplane, time travel, school presentation, school performance, suburbia, vision, morality, teenager"
142,"gay, countryside, homophobia, loss of lover, wyoming, rodeo, father murder, horseback riding, intolerance, daughter, marriage crisis, secret love, cowboy, star crossed lovers"
143,"germany, disillusion, world war i, army, boot camp, battlefield, steel helmet, combat, warfare, trenches, young soldier, battlefield trauma"
144,"berlin, angel, circus, berlin wall, library, dream, immortality, mortality"
145,"underdog, scotland, prostitute, paraplegic, tradition, excommunication, authority, social coercions, society, dying and death, faith, prayer, world religion, god, priest, independent film, mother daughter relationship, church, disabled, oil platform"
146,"flying, martial arts, taskmaster, comb, tiger, desert thief, theft, female martial artist"
147,"fondling, independent film, nouvelle vague, skipping school, mise en scene, fingerprinting,  mugshot, strict teacher, montmartre paris"
148,"nurse, yugoslavia, factory worker, dubrovnik, depression, loss of lover, war crimes, factory, dying and death, torture, oil platform, woman director, hearing impaired"
149,"saving the world, total destruction, megacity, street gang, underground, general, stadium, experiment, atomic bomb, mutation, dystopia, army, cyberpunk, motorcycle gang, anime"
150,"prison, convict, tough cop, fake fight, bowie knife"
152,"artificial intelligence, uss enterprise, starfleet, san francisco, self sacrifice, spacecraft, klingon, vulcan, space opera"
153,"upper class, hotel room, age difference, commercial, karaoke, homesickness, culture clash, jet lag, pop star, unsociability, aftercreditsstinger, woman director"
154,"uss enterprise, genesis, asteroid, self sacrifice, midlife crisis, terraforming, simulator, cadet, radiation, uss reliant, ceti alpha v, genetics, space opera"
155,"dc comics, crime fighter, secret identity, scarecrow, sadism, chaos, gotham city, vigilante, joker, superhero, based on comic, tragic hero, organized crime, criminal mastermind, district attorney, imax, super villain, super powers, batman"
156,"love triangle, suicide, brother brother relationship, bookshop, glasgow, irony, depression, optimism, suicide attempt, cleaning lady, dead wish, dying and death, unsociability, single, cancer, hospital, psychiatrist, woman director"
157,
158,"ocean, car race, brain tumor, money delivery, dying and death, friendship, police, road movie"
159,"transvestism, gay, male nudity, sexual identity, cologne, drag queen, support group, heterosexual, diashow, waitress, infidelity, friendship"
160,"france, train station, cinema, beginning, film and cinema, train"
161,"prison, pickpocket, strip club, con artist, atlantic city, cockney accent, las vegas, card dealer, explosives expert, black and white scene, male, salt lake city utah"
162,"underdog, love at first sight, hairdresser, small town, scissors, inventor, burglar, unsociability"
163,"sequel, fabergé egg, dutch eastindian company, second, part, golden egg, goon"
164,"loss of brother, age difference, cat, broken engagement, fire escape, love of one's life, jewelry, store window, neighbor, millionaire, celebration"
165,"skateboarding, flying car, car race, delorean, lightning, almanac, inventor, time travel, sequel, diner, alternate history, teenager, electric guitar, walking cane, high school dance, hoverboard, video phone"
166,"paris, dancing, date, adultery, puberty, daughter, mother daughter relationship, teenage crush, youth, celebration"
167,"robbery, dream, hypnosis, investigation, murder, alien, hospital, planet, patient, medication, psychiatrist, science, claim, doubt, mental, help"
168,"saving the world, san francisco, uss enterprise-a, time travel, whale, marine biologist, vulcan, space opera"
169,"predator, war on drugs, extraterrestrial technology, los angeles, invisible"
170,"london england, taxi, manchester city, submachine gun, gas station, survivor, daughter, laboratory, hospital, zombie, brutality, church, violence, rage, epidemic, military, virus, waking from coma, animal research"
171,"holiday, paris, parent child relationship, puberty, first time, daughter, mother daughter relationship, teenage crush, train, wedding, youth, celebration"
172,"federation, starfleet, uss enterprise-a, sha-ka-ree, loss of brother, self sacrifice, hostage, liberation of hostage, romulans, klingon, vulcan, space opera"
173,"diving, ocean, submarine, jules verne, captain, atlantis, deep sea, war ship, diving suit, harpoon, ship, war, scuba diving, underwater, scuba, captain nemo, giant  squid"
174,"farewell, federation, starfleet, peace conference, uss enterprise-a, rura penthe, court case, peace contract, plan, klingon, space opera"
175,"italy, suicide, diving, ocean, competition, father son relationship, oxygen, sicily, dolphin, apnoe-diving, dying and death, friendship"
176,"shotgun, based on short film, sadist, pistol, chained, bludgeoning, game of death"
177,"holy grail, homeless person, loss of lover, mental disease, sense of guilt, suppressed past, yuppie, cynic, fantasy, self-discovery, housebreaking, forgiveness, gun rampage, talk show, legend, unsociability, person running amok"
178,"terrorist, boston, fireworks, orchestra, anarchist, concert, computer, revenge, irish, wedding, explosion, violence, roulette wheel, capsized ship, belfast, bomb planting, headphones, flashback, bomb attack, blast, human bomb"
179,"new york, dictator, africa, destruction of a civilization, assassination, resistance, revenge, murder, united nations, witness to murder, fbi agent, resistance fighter"
180,"self-fulfilling prophecy, washington d.c., evidence, future, hologram, dystopia, murder, neo-noir, future noir"
182,"berlin, corruption, nazi background, love of one's life, chauffeur, black market, missile, postwar period, war correspondent, allied, truth, murder, humanity"
183,"competition, video game, california, brother, utah, nintendo, on the road, road movie"
184,"airport, underworld, arms deal, weapon, police, drug"
185,"prison, street gang, rape, adolescence, sexuality, beethoven, parent child relationship, social worker, living together, society, dystopia, controversy, controversial, violence, futuristic society"
186,"assassination, assassin, identity, sniper, mistake in person, jew, gangster boss, gambling debts, boss, murder, sniper rifle, fbi agent, horse racing, gambler, slevin, caso, hoodlum, black men"
187,"dystopia, based on comic, held captive, based on graphic novel, black and white and color, black and white scene, black and white to color, mysterious killer, doing the right thing, mercedes, silhouette, neo-noir"
189,"detective, dystopia, dominatrix, murder, suspense, twins, based on graphic novel, dark horse comics, neo-noir, 3d"
192,"christianity, library, inquisition, monk, poison, secret passage, labyrinth, rich, middle ages, persecution, medieval, franciscan, burned at the stake, poor, murder mystery, theological debate"
193,"based on tv series, death, exploding planet, mountain cabin, solar system"
194,"paris, love triangle, ghost train, sex-shop, shyness, montmartre, daughter, garden gnome, journey round the world, photography"
195,"venice, robbery, jealousy, widow, approach, secretary, extramarital affair, emotions"
196,"railroad robber, california, delorean, indian territory, sports car, inventor, locomotive, saloon, horseback riding, time travel, outlaw, sequel, mad scientist, native american, western, shootout, gunfight, train, wild west, cavalry"
197,"individual, scotland, in love with enemy, legend, independence, idealism, revolt, tyranny"
198,"love triangle, london england, infidelity, world war ii, warsaw ghetto, polish resistance, jewish ghetto, nazis, airplane, parachuting, funny nazi, military officer, espionage"
199,"federation, starfleet, borg, enterprise-e, cyborg, montana, resistance, inventor, repayment, obsession, business start-up, space opera"
200,"space opera, retribution, spacecraft officer, exploding ship"
201,"clone, assassination, ambush, federation, starfleet, enterprise-e, romulus, android, senate, self sacrifice, telepathy, weapon, romulans, space opera"
203,"epilepsy, protection money, secret love, money, redemption"
204,"life and death, venezuela, fire, central and south america, tanker, petrol, unsociability, incomes, truck, oil, danger, driver, nitroglycerin"
205,"rwanda, refugee, refugee camp, militia, murder, slaughter, dead body, atrocity, african, cruelty, violence, united nations, genocide in rwanda, death"
206,"paris, south seas, paradise, missionary, jungle, catholicism"
207,"individual, philosophy, poetry, shakespeare, professor, literature, friendship, filmes focados em um professor"
211,"berlin wall, father son relationship, jealousy, prisoner, ex-detainee, taxi driver, german democratic republic, homicide, despair, reality, probation assistant , friendship, unsociability"
212,"poison, cemetery, cellar, halloween, marriage, insanity, murder, serial killer, writer, corpse, critic"
213,"assassination, spy, mount rushmore national memorial, mistaken identity, on the run, fugitive, espionage, advertising, framed, government agent"
214,"brain tumor, nudity, suffocation, mutilation, severed foot, famous theme, shot in the face"
215,"riddle, serial killer"
216,"germany, foreigner, parent child relationship, wife husband relationship, unsociability, german-turkish living together, new german cinema"
217,"saving the world, riddle, whip, treasure, mexico city, leather jacket, machinegun, alien phenomenons, maya civilization, peru, treasure hunt, nuclear explosion, refrigerator, archaeologist, indiana jones, archeology "
218,"saving the world, artificial intelligence, rebel, cyborg, shotgun, killer robot, sun glasses, dystopia, car chase, laser gun, urban setting, future war"
219,"child abuse, rape, fire, sexual abuse, madrid, secret, return, solidarity, village, superstition, crime, death, ghost, abusive father"
220,"individual, brother brother relationship, rebel, southern usa, birthday, big wheel, love, money, good and bad, beans"
221,"individual, rebel, street gang, car race, parent child relationship, underground world, authority, unsociability, teen rebel"
222,"berlin, city portrait, train"
223,"monte carlo, based on novel, age difference, secret, obsession, bride, cornwall, love, suspense, rural setting, devotion, housekeeper, death, estate, costume party, film noir, second wife"
224,"individual, polen"
225,"individual, strike"
226,"rape, sex, identity, small town, love, friends, murder, romance, true, transgender, anger, woman director, nebraska, small town murder, transphobia, gender identity"
227,"street gang, children's home, coming of age, gang, juvenile delinquent, based on young adult novel"
228,"professor, pub, music, melodrama, german expressionism, traveling circus"
229,"lightning, cemetery, monster, hermit, parts of dead body, mill, frankenstein, mad scientist, classic horror, comedic relief"
231,"anti terror, bomb, assassination, middle east, lebanon, cia, capitalism, globalization, loss of son, persia, war against terror, energy policy, petrol"
232,"street gang, billard, colour-blindness, gang"
233,"new york, street gang, black people, rock and roll, american football, adolescence, coming of age"
234,"insane asylum, silent film, unreliable narrator, expressionism, somnambulist, unreliable flashback, megalomania, madman, enigma, somnambulism, german expressionism"
235,"based on novel, friendship, coming of age, railroad track, story within the story,  flipping coin, campfire story, reference to superman, normandy beach, child, 1950s, boys"
236,"individual, becoming an adult, dream, return, love of one's life, overweight, province, bathing, olympic games, empowerment, boredom, daughter, friendship"
237,"individual, scotland, adultery, glasgow, river, boat, court case, dying and death, author, pregnancy, extramarital affair"
238,"italy, love at first sight, loss of father, patriarch, organized crime, mafia, lawyer, italian american, crime family, rise to power, mob boss, 1940s"
239,"chicago, witness, musician, mafia, cross dressing, band, spats, all girl band, st. valentine's day massacre, sugar, valentine's day, dressing"
240,"italo-american, cuba, vororte, melancholy, praise, revenge, mafia, lawyer, blood, corrupt politician, bloody body of child, man punches woman"
241,"sadistic, journalist, mass murder, yellow press, trauma, daughter, satire, controversy, controversial, violence, young couple, abuse"
242,"italy, christianity, new york, assassination, italo-american, vatican, pope, confession, helicopter, daughter, lawyer"
243,"chicago, music record, rock and roll, record store, soul, disc jockey, pop, bruce frederick joseph springsteen, record collection"
244,"film business, screenplay, film making, film producer, exotic island, ship, great depression, unsociability, king kong, dinosaur, new york city, sea voyage, damsel in distress, empire state building, actress, animal horror, great ape"
245,"london england, rock and roll, single parent, rap music, bachelor, becoming an adult, friendship, single"
246,"japan, martial arts, samurai, blackmail, sword, geisha, revenge, blood, violence"
247,"corruption, adultery, robbery, horse race, wife husband relationship, secret, way of life, sniper, ex-detainee, marriage crisis, femme fatale, bag of money, crime, classic noir"
248,"dude, prohibition, deception, new york city, apple, luck, dowager, high society, 1930s"
249,"gymnastics, candelabrum, cat, lawyer, dog"
250,"brother brother relationship, denmark, robbery, bank, cook, donation, bread, explosive, nudity, chance, army, dark comedy, violence, poker game, bank robbery, hoodlum"
251,"corruption, fortune teller, money transfer, money laundering, pottery, afterlife, spiritism"
252,"chocolate, factory worker, based on novel, candy, tv addicted person, overweight child, grandfather grandson relationship, factory, musical, single, teacher"
253,"london england, new york, bomb, england, spy, sheriff, dual identity, secret identity, boat, drug traffic, tarot cards, heroin, crocodile, jamaica, secret mission, secret intelligence service, drug smuggle, voodoo, tombstone, aftercreditsstinger"
254,"film business, screenplay, show business, film making, film producer, exotic island, monster, indigenous, ship, dinosaur"
255,"individual, paris, shyness, adultery, hotel, detective, lovesickness, job-hopping, hotel room, parent child relationship, night watchman, montmartre, shoe seller, brothel, amateur detective, repair, cinémathèque française, students' movement, balzac, army, secret love, extramarital affair, eiffel tower paris, may 68"
256,"individual, paris, record store, adolescence, lovesickness, parent child relationship, place de clichy, concert"
257,"london england, child abuse, street gang, runaway, child labour, children's home, orphanage, thief, violence, good and bad, child"
258,"paris, adultery, job-hopping, japanese, expensive restaurant, 1970s, infidelity, brothel, daily life, life planning, music teacher, married couple, fetish, violin, marriage crisis, neglect of one's spouse, routine, independent film, pregnancy, relationship, divorce, extramarital affair"
259,"paris, adultery, bookshop, print shop, printer, cemetery, 1970s, becoming an adult"
260,"london england, scotland, scotland yard, handcuffs, secret, entertainer, intelligence, cabaret, secret agent, murder, fugitive, train, memorization, manhunt, handcuffed together, held against will, bickering couple, wrongly accused"
261,"individual, suicide, southern usa, adultery, mississippi, depression, jealousy, wife husband relationship, dying and death, alcoholic"
262,"prison, show business, entertainer, fbi, blackmail, tv show, public, studio, receptionist"
265,"berlin, music record, jewry, resistance, show business, in love with enemy, zurich, switzerland, radio station, musical"
266,"love triangle, italy, film business, capri, cinecittà, villa, film making, film producer, screenwriter, jealousy, car crash, divorce"
267,"sexual obsession, prostitute, adultery, adolescence, drug abuse, sexual abuse, madrid, paraplegic, bus, pregnancy and birth"
268,"double life, dc comics, dual identity, chemical, crime fighter, fictional place, gotham city, superhero, super powers"
269,"paris, journalist, running, car thief, marseille, journalism, newspaper, smoking, hotel room, loss of lover, fight, dying and death, auto, friendship, financial transactions, extramarital affair, nouvelle vague, french noir"
271,"runaway, in love with enemy, becoming an adult, robber, castle, daughter, forest, friendship, hostility, fairy-tale figure, mother daughter relationship, child"
272,"himalaya, martial arts, dc comics, crime fighter, secret identity, undercover, hero, loss of father, society, gotham city, vigilante, superhero, based on comic, rivalry, tragic hero, ninja, good vs evil, crime, super powers, haunted by the past, evil doctor, escapade, master villain, fighting crime, unfulfillment, love and romance, unfulfilled love"
273,"schizophrenia, hippie, spain, cologne, brother sister relationship, suicide attempt, roommate, cinema, wave, shower, paranoia, dying and death, university, drug, celebration"
274,"based on novel, psychopath, horror, suspense, serial killer, psychological thriller, cannibal, fbi agent, animal in cast credits, cannibalism"
275,"cheating, ransom, salesclerk, winter, kidnapping, auto, unsociability, police, north dakota, murder, money, car dealership, woodchipper"
276,"sex, ransom, hostage, revolution, nudity, girlfriend, love, friends, debt, burglary, mansion, relationship, crime, political, boyfriend, messages, evicted"
277,"budapest, subway, love of one's life, vampire, bite, descendant, hostility, shootout, werewolf, blunt, fang vamp"
278,"prison, corruption, police brutality, prison cell, delinquent, parole board, escape from prison, wrongful imprisonment, framed for murder, 1940s"
279,"italy, composer, opera, talent, musician, marriage crisis, god, murder, vienna austria, envy, 18th century"
280,"cyborg, shotgun, post-apocalyptic, dystopia, moral ambiguity, mental institution, violence, fictional war, morphing, nuclear weapons, shape shifter, savior, catch phrase"
281,"pornography, prostitute, rape, police brutality, dream, ex-girlfriend, future, bodyguard, rapper, virtual reality, dystopia, minidisc, police, ex-cop, murder, cyberpunk, los angeles, violence, criminal, private detective, revolt, woman director"
284,"new york, new year's eve, lovesickness, age difference, suicide attempt, office, flat, spaghetti, christmas party, winter, clerk, tennis racket, romantic comedy, extramarital affair"
285,"ocean, drug abuse, exotic island, east india trading company, love of one's life, traitor, shipwreck, strong woman, ship, alliance, calypso, afterlife, fighter, pirate, swashbuckler, aftercreditsstinger"
286,
287,"love triangle, poem, jealousy, age difference, baseball, trainer, sports team, pitcher, stadium, flirt, home run, sport, minor leagues"
288,"gunslinger, showdown, fistfight, morality, u.s. marshal, battle, justice, one against many, quick draw, brawl, street shootout"
289,"love triangle, corruption, spy, resistance, casablanca, emigration, visa, patriotism, nationalism, concentration camp, nazis, war, melodrama, film noir"
290,"film business, screenplay, film producer, screenwriter, cinema, mass murder, los angeles"
291,"ocean, california, sea, beach, surfer, hawaii, wave, sun, surfboard, lifestyle, extremsport"
292,"black people, hip-hop, block party, megaphone, classroom, brass band, stage"
293,"individual, brother brother relationship, gambling, montana, journalist, prohibition, fishing, fly fishing, pastor"
